FlightID,Type,Priority,ArrivalMs,ServiceMs,TRequested,TGranted,TStarted,TFinished,WaitMs,SchedulerDelayMs,RunwayTimeMs
29,TAKEOFF,NORMAL,327,653,13349647,13349647,13366332,13366986,16685,0,654
30,TAKEOFF,NORMAL,81,738,13349401,13349402,13351858,13352596,2457,1,738
31,LAND,NORMAL,82,458,13349402,13349403,13352592,13353051,3190,1,459
32,TAKEOFF,NORMAL,448,506,13349769,13349769,13371378,13371885,21609,0,507
33,TAKEOFF,NORMAL,164,687,13349486,13349487,13356732,13357424,7246,1,692
34,TAKEOFF,NORMAL,120,392,13349446,13349446,13354449,13354845,5003,0,396
35,TAKEOFF,EMERGENCY,484,640,13349811,13349811,13373936,13374581,24125,0,645
36,TAKEOFF,NORMAL,24,357,13349352,13349353,13350246,13350604,894,1,358
37,TAKEOFF,EMERGENCY,309,565,13349638,13349638,13365964,13366531,16326,0,567
38,LAND,NORMAL,113,763,13349443,13349443,13354311,13355078,4868,0,767
39,TAKEOFF,NORMAL,285,742,13349616,13349616,13364819,13365566,15203,0,747
40,TAKEOFF,NORMAL,369,240,13349702,13349702,13368693,13368936,18991,0,243
41,LAND,NORMAL,326,405,13349661,13349661,13367268,13367674,17607,0,406
42,TAKEOFF,NORMAL,34,407,13349371,13349371,13351444,13351858,2073,0,414
43,LAND,NORMAL,63,438,13349402,13349402,13352145,13352592,2743,0,447
44,TAKEOFF,NORMAL,244,367,13349584,13349584,13361508,13361876,11924,0,368
45,TAKEOFF,NORMAL,105,542,13349449,13349449,13355078,13355625,5629,0,547
46,TAKEOFF,NORMAL,148,739,13349494,13349494,13357147,13357894,7653,0,747
47,LAND,EMERGENCY,226,700,13349574,13349574,13360896,13361598,11322,0,702
48,TAKEOFF,NORMAL,19,548,13349369,13349369,13350885,13351444,1516,0,559
49,LAND,EMERGENCY,414,230,13349766,13349766,13371143,13371377,21377,0,234
50,TAKEOFF,NORMAL,255,230,13349607,13349607,13363723,13363954,14116,0,231
51,TAKEOFF,NORMAL,166,788,13349521,13349521,13357895,13358688,8374,0,793
52,TAKEOFF,EMERGENCY,261,562,13349616,13349616,13364648,13365214,15032,0,566
53,TAKEOFF,NORMAL,236,247,13349591,13349592,13362299,13362549,12708,1,250
54,LAND,NORMAL,339,223,13349698,13349698,13368585,13368811,18887,0,226
55,LAND,NORMAL,371,709,13349730,13349731,13369365,13370075,19635,1,710
56,TAKEOFF,NORMAL,198,739,13349558,13349559,13359724,13360466,10166,1,742
57,LAND,NORMAL,120,403,13349485,13349485,13356392,13356797,6907,0,405
58,LAND,NORMAL,164,618,13349530,13349531,13358688,13359311,9158,1,623
59,TAKEOFF,NORMAL,221,417,13349589,13349589,13361877,13362299,12288,0,422
60,LAND,NORMAL,420,594,13349791,13349791,13373336,13373936,23545,0,600
61,TAKEOFF,NORMAL,94,721,13349465,13349465,13355625,13356350,6160,0,725
62,TAKEOFF,NORMAL,406,698,13349778,13349779,13372637,13373336,22859,1,699
63,TAKEOFF,NORMAL,58,766,13349432,13349432,13353005,13353773,3573,0,768
64,TAKEOFF,NORMAL,175,409,13349551,13349551,13359312,13359724,9761,0,412
65,LAND,NORMAL,405,647,13349782,13349782,13372964,13373615,23182,0,651
66,LAND,EMERGENCY,188,730,13349568,13349568,13360466,13361201,10898,0,735
67,LAND,NORMAL,184,545,13349566,13349567,13360347,13360896,10781,1,549
68,TAKEOFF,EMERGENCY,65,558,13349449,13349449,13354845,13355410,5396,0,565
69,TAKEOFF,NORMAL,391,573,13349777,13349778,13372388,13372964,22611,1,576
70,LAND,NORMAL,121,515,13349508,13349508,13357425,13357941,7917,0,516
71,TAKEOFF,NORMAL,479,359,13349867,13349868,13374581,13374947,24714,1,366
72,LAND,NORMAL,364,416,13349755,13349756,13371031,13371448,21276,1,417
73,LAND,NORMAL,214,358,13349607,13349607,13363668,13364028,14061,0,360
74,LAND,NORMAL,198,740,13349592,13349592,13362549,13363293,12957,0,744
75,LAND,NORMAL,338,243,13349734,13349734,13370075,13370324,20341,0,249
76,LAND,NORMAL,400,316,13349797,13349797,13373615,13373938,23818,0,323
77,TAKEOFF,NORMAL,265,433,13349663,13349663,13367637,13368072,17974,0,435
78,TAKEOFF,NORMAL,229,396,13349629,13349629,13365567,13365963,15938,0,396
79,TAKEOFF,NORMAL,123,443,13349523,13349523,13358431,13358877,8908,0,446
80,LAND,NORMAL,35,218,13349436,13349437,13353686,13353905,4250,1,219
81,LAND,EMERGENCY,138,496,13349540,13349541,13359083,13359582,9543,1,499
82,LAND,NORMAL,37,398,13349440,13349440,13353905,13354311,4465,0,406
83,LAND,NORMAL,118,480,13349521,13349521,13357941,13358430,8420,0,489
84,TAKEOFF,NORMAL,173,302,13349579,13349579,13361201,13361508,11622,0,307
85,TAKEOFF,NORMAL,479,366,13349887,13349887,13374948,13375320,25061,0,372
86,TAKEOFF,NORMAL,26,622,13349436,13349436,13353052,13353686,3616,0,634
87,TAKEOFF,NORMAL,123,201,13349538,13349539,13358877,13359082,9339,1,205
88,LAND,NORMAL,43,577,13349460,13349460,13355410,13355989,5950,0,579
89,TAKEOFF,NORMAL,200,382,13349618,13349618,13365215,13365598,15597,0,383
90,LAND,NORMAL,232,646,13349652,13349653,13366986,13367637,17334,1,651
91,LAND,NORMAL,166,790,13349587,13349587,13361599,13362390,12012,0,791
92,TAKEOFF,NORMAL,213,728,13349636,13349636,13365598,13366332,15962,0,734
93,LAND,NORMAL,43,402,13349469,13349469,13355989,13356392,6520,0,403
94,TAKEOFF,NORMAL,471,564,13349898,13349899,13375320,13375888,25422,1,568
95,LAND,EMERGENCY,55,374,13349484,13349484,13356350,13356732,6866,0,382
96,TAKEOFF,NORMAL,471,210,13349902,13349902,13375680,13375895,25778,0,215
97,LAND,NORMAL,437,731,13349871,13349871,13374942,13375680,25071,0,738
98,LAND,NORMAL,258,370,13349693,13349694,13368320,13368693,18627,1,373
99,TAKEOFF,EMERGENCY,392,599,13349830,13349830,13374336,13374941,24506,0,605
